Identifier (RIC),Company Name,TRBC Industry Group Name,TRBC Industry Name,TRBC Activity Name,Total Debt Percentage of Total Equity: 2025,Total Debt Percentage of Total Equity: 2024,Total Debt Percentage of Total Equity: 2023,Total Debt Percentage of Total Equity: 2022,Total Debt Percentage of Total Equity: 2021,Total Debt Percentage of Total Equity: 2020,Total Debt Percentage of Total Equity: 2019,Total Debt Percentage of Total Equity: 2018,Total Debt Percentage of Total Equity: 2017,Total Debt Percentage of Total Equity: 2016,Return on Assets - Actual: 2025,Return on Assets - Actual: 2024,Return on Assets - Actual: 2023,Return on Assets - Actual: 2022,Return on Assets - Actual: 2021,Return on Assets - Actual: 2020,Return on Assets - Actual: 2019,Return on Assets - Actual: 2018,Return on Assets - Actual: 2017,Return on Assets - Actual: 2016,Return on Equity - Actual: 2025,Return on Equity - Actual: 2024,Return on Equity - Actual: 2023,Return on Equity - Actual: 2022,Return on Equity - Actual: 2021,Return on Equity - Actual: 2020,Return on Equity - Actual: 2019,Return on Equity - Actual: 2018,Return on Equity - Actual: 2017,Return on Equity - Actual: 2016,Company Market Cap: 2025,Company Market Cap: 2024,Company Market Cap: 2023,Company Market Cap: 2022,Company Market Cap: 2021,Company Market Cap: 2020,Company Market Cap: 2019,Company Market Cap: 2018,Company Market Cap: 2017,Company Market Cap: 2016,Independent Board Members: 2025,Independent Board Members: 2024,Independent Board Members: 2023,Independent Board Members: 2022,Independent Board Members: 2021,Independent Board Members: 2020,Independent Board Members: 2019,Independent Board Members: 2018,Independent Board Members: 2017,Independent Board Members: 2016,ESG Score: 2025,ESG Score: 2024,ESG Score: 2023,ESG Score: 2022,ESG Score: 2021,ESG Score: 2020,ESG Score: 2019,ESG Score: 2018,ESG Score: 2017,ESG Score: 2016,ESG Score: 2015,ESG Score: 2014,ESG Controversies Score: 2025,ESG Controversies Score: 2024,ESG Controversies Score: 2023,ESG Controversies Score: 2022,ESG Controversies Score: 2021,ESG Controversies Score: 2020,ESG Controversies Score: 2019,ESG Controversies Score: 2018,ESG Controversies Score: 2017,ESG Controversies Score: 2016,ESG Controversies Score: 2015,ESG Controversies Score: 2014
PUMG.DE,Puma SE,Textiles & Apparel,Footwear,Footwear (NEC),0.6075797,0.6987569,0.619072,0.6170287,0.6841658,0.4787273,0.0184067,0.0194966,0.0162583,,0.04089,0.0455,0.0566,0.0595,0.0174,0.0692,0.0618,0.0483,0.0232,,0.1046,0.1214,0.1488,0.1532,0.04389,0.1467,0.1126,0.0815,0.0376,,3300576750,6640611975,7619660813,8551757088,16213648800,13918097779,10308864144,6440212128,5474934432,3765337138,75.00%,71.43%,57.14%,66.67%,16.67%,12.50%,14.29%,10.00%,10.00%,11.11%,,85.84298966,86.18359177,82.64016753,82.80774038,78.66414098,79.31960214,71.46370788,73.49548401,72.93153117,74.53451761,,,61.36363636,100,76.47058824,100,100,100,100,100,100,100,
PVH.N,PVH Corp,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),0.4078592,0.4256579,0.4681908,0.4485706,0.7542862,0.4769509,0.485981,0.5564627,0.6694557,0.7016673,0.0599,0.0574,0.0491,0.05679,-0.0104,0.0558,0.0625,0.0544,0.0506,0.0544,0.1296,0.13009,0.11519,0.1455,-0.0265,0.122,0.1307,0.1208,0.1176,0.1314,2613631849,5682593204,6599283495,4179932139,6565003541,5465983304,6843498087,6137958341,8799148613,6803876887,91.67%,92.31%,85.71%,85.71%,84.62%,84.62%,84.62%,91.67%,84.62%,85.71%,,79.70198938,81.46481671,79.18396497,82.50130548,78.45712263,70.7449173,73.84563329,74.41228148,79.27357907,69.85739771,,,61.36363636,100,100,66.66666667,100,100,100,100,100,100,
REXP.NS,Rajesh Exports Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,0.0583343,0.0429577,0.049125,0.065452,0.0909836,0.1213368,0.7011757,1.2490329,1.0030407,1.0644596,,0.0149,0.0612,0.04259,0.0312,0.0405,0.0494,0.0531,0.0532,,,0.0224,0.10539,0.08519,0.0777,0.1245,0.1614,0.1939,0.2458,0.2713,513804463.4,768764587.3,1178846243,2440482316,2572101609,1623781167,2470915601,2113283341,3100263985,1906388407,50.00%,42.86%,57.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,18.82464159,16.26908474,14.42031605,,,,,,,,,,100,100,100,,,,,,,,
RL.N,Ralph Lauren Corp,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),0.5400811,0.5778068,0.6065007,0.7877366,0.7768008,0.5087817,0.2810903,0.2464569,0.2611529,0.267094,0.1156,0.1024,0.07929,0.0798,0.0167,0.07657,0.0972,0.0844,0.0804,0.0886,0.31309,0.281,0.23179,0.2425,0.0479,0.16929,0.1742,0.1473,0.1354,0.143,18257335309,13854362983,8445213406,6513994983,7697131455,6209609186,7802434739,7256232370,7025259546,7061667975,76.92%,78.57%,76.92%,80.00%,76.92%,78.57%,58.33%,72.73%,69.23%,69.23%,,77.41996297,77.72680691,78.89545102,77.78847625,69.89726232,58.77568701,48.09399231,52.4271272,53.21894524,33.06500321,,,88.63636364,100,76.47058824,100,100,100,100,100,100,100,
RYMD.NS,Raymond Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),0.1780705,0.8270706,0.8476872,0.9556654,1.1077089,1.207668,1.2122827,1.2468148,1.2294424,1.188416,,,,,,,,,,,,0.44729,0.2419,0.19019,-0.13279,0.073,0.0917,0.0652,0.0215,0.0801,269442130,1259658445,1249107648,1106025256,488798600.4,252228996.7,541245088.6,649947373.7,847677858.5,424198963,55.56%,50.00%,54.55%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,51.27244096,50.26706638,52.13897035,,,,,,,,,,100,100,100,,,,,,,,
RLXO.NS,Relaxo Footwears Ltd,Textiles & Apparel,Footwear,Footwear (NEC),0.1012931,0.1024282,0.0884504,0.0988796,0.0916809,0.1308944,0.101351,0.2014687,0.2942758,0.5108855,0.06219,0.077,0.0633,0.1021,0.1452,0.1313,0.1229,0.1377,,,0.0831,0.104,0.0855,0.1396,0.205,0.1903,0.188,0.2356,0.2267,0.2737,953958317,1742511908,2449851501,2559019820,3862053972,2255220431,1911118125,1106231294,1063120869,675992610.3,54.55%,50.00%,50.00%,42.86%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,44.62027659,43.55589954,48.50651529,40.89632609,,,,,,,,,83.92857143,100,100,100,,,,,,,,
RCKY.OQ,Rocky Brands Inc,Textiles & Apparel,Footwear,Footwear Wholesale,0.5543656,0.7744403,1.1922422,1.3648581,,,,0.0155885,0.1079551,,,,,,,,,,0.0488,0.003,,,,,,,,,0.0622,0.0041,187421647.6,164166104.6,201761514.7,161697759.1,255653404.4,166457977.3,193092423.7,167043169.5,116501694.2,81588609.52,80.00%,81.82%,81.82%,80.00%,80.00%,80.00%,0.00%,0.00%,0.00%,0.00%,,,39.46904421,33.21423612,27.0276141,24.09567786,27.75694007,25.07595625,,,,,,,100,100,100,100,100,100,,,,
2915.TW,Ruentex Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),0.0905611,0.1538617,0.197973,0.281495,0.2847897,0.3642299,0.7757709,0.6383011,0.6997628,,,,,,,,,,,0.13109,,,,,,,,,,0.37765,1653457450,2355537372,2097066831,2193541058,2280888617,1148238556,1238285509,1270136114,1338760931,1482411234,36.36%,33.33%,30.00%,33.33%,33.33%,33.33%,30.00%,28.57%,25.00%,28.57%,,56.92074201,52.76628923,58.19396563,56.55373442,55.17770647,48.28129203,34.13377497,14.97167694,11.7745754,13.52197144,,,100,100,100,100,100,100,100,100,100,100,
RUCL.NS,Rupa & Company Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),0.233825,0.2450176,0.2831908,0.4194521,0.2213009,0.3268598,0.386375,0.2314939,0.1913245,0.403734,,,,,,,,,,,,,,,0.2681,,,0.1068,0.179,,120821107.4,223514268.4,232532718.1,252702222.7,415169460,273390808.1,194527594.2,328553081,503450949.2,277772571.5,50.00%,50.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,44.63901377,40.6113833,40.61859175,,,,,,,,,,100,100,100,,,,,,,,,
SABINA.BK,Sabina PCL,Textiles & Apparel,Apparel & Accessories,Lingerie,0.2001176,0.2407414,0.199037,0.2378367,0.344576,0.3036464,0.0850848,0.0094969,0.0615687,,0.16789,0.1646,0.1533,0.10679,0.09509,0.14707,,,,,0.25079,0.24769,0.2257,0.1623,0.15143,0.2236,,,,,153490783,198429692.1,236171995,218595874,182261019.2,192577396.8,246706197.4,280145444.1,210028743.8,216733733.3,38.46%,38.46%,41.67%,45.45%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,51.79818404,58.71347183,56.7775258,46.11080462,,,,,,,,,100,100,100,100,,,,,,,
SAFA.NS,Safari Industries (India) Ltd,Textiles & Apparel,Apparel & Accessories,Handbags & Luggage,0.1308981,0.1776142,0.3274935,0.1847549,0.1464121,0.4953221,0.5196812,0.3182145,0.414571,0.6289357,,,,,,,,,,,0.1607,0.28149,0.34429,0.1091,-0.082,0.1422,,,,,1009469298,1435958434,1011025881,450712841.3,235732405.3,129938864.7,173091540.4,221490501.5,176034323.5,63254845.5,60.00%,60.00%,55.56%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,55.87434959,46.26248027,44.84761229,34.9094804,,,,,,,,,100,100,100,100,,,,,,,,
SFER.MI,Salvatore Ferragamo SpA,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),1.2734314,1.0955574,0.7797008,0.9369916,1.0622985,0.9224771,0.0471988,0.1086847,0.167795,,-0.0387,0.0148,0.03899,0.0441,-0.0229,0.05759,0.0746,0.0998,0.1742,,-0.102,0.0354,0.09179,0.1079,-0.05599,0.11519,0.1197,0.1674,0.3214,,1392216072,1142708300,2060925900,2783347100,3802838700,2677009400,3164812500,2979987450,3738698500,3785959700,53.85%,54.55%,50.00%,42.11%,28.57%,30.77%,23.53%,28.57%,0.00%,0.00%,,63.28837071,61.26470881,63.56241119,65.33410883,73.55160187,68.39710231,57.49018607,53.63928876,,,,,88.63636364,100,100,100,100,100,100,100,,,
1910.HK,Samsonite Group SA,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),1.5035599,1.5128154,2.2114672,4.4361409,5.5638266,1.2016987,0.96404,1.0352476,1.2411543,,0.06782,0.0848,0.06179,0.00347,-0.3035,0.0356,0.04636,0.06878,0.07448,,0.23613,0.3359,0.3439,0.02629,-0.3142,0.0975,0.1266,0.20516,0.1809,,3019644080,3759237236,4331819693,3536815259,2568250655,2082330755,3067707850,3544730662,5445978064,3834335355,75.00%,75.00%,80.00%,75.00%,62.50%,62.50%,0.00%,0.00%,0.00%,0.00%,,50.27367583,50.1287423,50.27898873,44.93418204,50.712457,37.74558249,,,,,,,100,100,100,100,100,100,,,,,
SASA.IS,SASA Polyester Sanayi AS,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),0.7826986,1.0031584,1.063287,2.8825239,2.0461732,1.6748448,1.1764602,0.8092666,0.6489287,,,,,,,,,,,-0.11719,,,,,,,0.1662,,,-0.19324,2414690725,4874728080,5961260593,12319802229,3910216559,1848976437,962250164.6,817050892.4,1042755027,274653437.2,41.67%,36.36%,41.67%,37.50%,42.86%,42.86%,23.08%,0.00%,0.00%,0.00%,,72.98248555,72.76833988,67.34881063,50.9528552,53.96887279,26.71325186,20.74315815,,,,,,100,100,100,100,94.44444444,100,100,,,,
2313.HK,Shenzhou International Group Holdings Ltd,Textiles & Apparel,Apparel & Accessories,Knitwear,0.3607133,0.3730779,0.3027484,0.3858994,0.2465503,0.1634814,0.1120833,0.1074626,0.303834,0.2883046,0.12269,0.099,0.1066,0.08539,0.1414,0.17149,0.17583,0.17773,0.15898,0.13728,0.1816,0.1433,0.15589,0.1225,0.1902,0.21469,0.21663,0.21921,0.2093,0.18936,10065172458,11589231796,14024798147,15791644341,25426057570,24133154263,19606657855,14853311425,11933380814,8417772229,45.45%,44.44%,44.44%,54.55%,44.44%,44.44%,44.44%,45.45%,40.00%,40.00%,,46.15697478,46.43538353,48.55248398,50.28009958,55.51272559,55.41034483,47.12819347,37.90037997,40.95966426,39.83514861,,,100,100,100,100,100,100,100,100,100,100,
SIYR.NS,Siyaram Silk Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),0.2037406,0.1533673,0.1424421,0.2364623,0.1806546,0.5617753,0.5801817,0.8390384,0.5105822,0.8055484,,,,,,,,,,,,,0.1233,0.2542,0.0047,0.0913,0.1449,0.1833,0.16483,0.1801,271821930.8,442665555.6,264166255.6,278575760.2,239902829.3,102884048.9,135424028.5,206185446.6,455353128.6,169008484.5,50.00%,50.00%,50.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,42.03636295,44.58998906,31.34956831,31.92506664,,,,,,,,,100,100,100,100,,,,,,,,
SHOO.OQ,Steven Madden Ltd,Textiles & Apparel,Footwear,Women's Footwear,,,,,0.0002379,,,,,,,,,,,,,0.1481,0.1281,0.128,0.2294,0.21989,0.26289,0.24,0.0646,,0.1961,0.1675,0.1704,,2575981454,2964890265,2839398930,2325867416,3327166424,2405904630,3226582451,2307429388,2300866047,2061568228,81.82%,81.82%,81.82%,80.00%,80.00%,80.00%,77.78%,75.00%,75.00%,75.00%,,51.84829822,54.38826787,52.55471881,49.41696177,39.56833737,49.48417938,40.39863752,30.45805446,30.4865321,28.1662781,,,100,71.42857143,100,100,100,100,100,100,100,100,
SUNTK.IS,Sun Tekstil Sanayi Ve Ticaret AS,Textiles & Apparel,Apparel & Accessories,Women's Clothing,0.2639007,0.2144911,0.2668644,1.1483983,1.3755559,1.1710181,,,,,,,,0.2756,,,,,,,,,,0.6062,,,,,,,572971247.6,493509267.5,285954494.1,400691567.7,,,,,,,28.57%,42.86%,33.33%,33.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,82.03094137,85.84950188,82.19082263,15.2630543,,,,,,,,,100,100,100,100,,,,,,,
SUY1V.HE,Suominen Oyj,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),0.8652473,0.8187924,0.708387,0.9138169,0.687494,0.8241778,0.7774185,0.8075793,0.6616325,,-0.0169,-0.03879,-0.03799,0.05889,0.0955,0.0007,-0.0054,0.0452,0.05016,,-0.0436,-0.09439,-0.0897,0.13419,0.2077,0.0017,-0.0129,0.1103,0.116,,104514797.6,132831019.3,166038774.2,174486360.9,301782754.4,295956832.5,134578795.9,119431399,257505748,213895757.9,85.71%,85.71%,85.71%,85.71%,87.50%,0.00%,0.00%,0.00%,0.00%,0.00%,,55.62724094,57.80109201,58.23156184,59.07013702,51.19603846,,,,,,,,100,100,100,100,100,,,,,,
SGC.OQ,Superior Group of Companies Inc,Textiles & Apparel,Apparel & Accessories,Men's Clothing,0.4326498,0.4729708,0.8064268,0.5116128,0.4574336,0.7571309,0.7786988,0.3115438,0.3810041,,0.02866,0.01995,,,,,,,,,0.06054,0.04496,,,,,,,,,129649249.7,263203639.3,201911725.5,153558881.5,311256659.8,292886543.7,184269407.6,235039152.8,332780803.3,269419054.4,75.00%,71.43%,71.43%,71.43%,71.43%,71.43%,66.67%,66.67%,0.00%,0.00%,,46.06140325,36.19823354,38.33469539,32.60960688,33.64943512,39.62228313,35.75136879,36.36234205,,,,,100,100,100,100,100,100,100,100,,,
SWAN.NS,Swan Corp Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),0.3325082,0.4387608,1.3485695,2.4242594,2.2021786,0.8223337,0.957863,0.9782053,1.9032178,1.8908527,,,,,,,,,,,,,0.0063,,0.09132,0.15025,,,,,1394219220,2545184913,1468952156,912128190.2,420683548.7,368990731.4,330120733.4,309845075,608963157.5,477317016.5,50.00%,60.00%,60.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,23.64872908,26.13868094,23.5102486,,,,,,,,,,100,100,100,,,,,,,,
UHR.S,Swatch Group AG,Textiles & Apparel,Apparel & Accessories,Watches,0.0010641,0.0061185,0.0006638,0.0085308,0.0082991,0.0105281,0.0198687,0.0032775,0.0130046,,0.0137,0.06179,0.0585,0.0576,-0.0038,0.05339,0.0623,0.05514,0.045,,0.06349,0.0719,0.0686,0.0682,-0.0046,0.06459,0.0755,0.06607,0.0536,,9588794850,9067216152,12668670373,13370067980,13848315518,11498651784,12710136639,14117041029,18392953539,16344443292,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,61.89727982,62.85928993,61.69838751,55.07339062,34.86615001,33.48725584,33.72568033,31.18688839,25.28973129,25.03810623,,,38.63636364,100,100,100,33.33333333,100,100,100,100,100,
1440.TW,Tainan Spinning Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,0.4232898,0.4931897,0.5192165,0.5103858,0.5678233,0.5115516,0.4423321,0.3930942,0.3035501,,,,,,,,,,,0.01414,,,,,,,,,,0.02271,596536594.3,685815892.3,773104449.8,850592366.1,1348590135,724808988.6,518866599,566406968.6,633250638,592704817.3,20.00%,20.00%,19.05%,20.00%,20.00%,20.00%,20.00%,20.00%,20.83%,20.00%,,49.89597787,51.84726603,47.2257498,39.64063561,37.45197308,41.4025585,29.5276168,2.782620563,10.69025949,4.120598163,,,100,100,100,100,100,100,100,100,100,100,
9938.TW,Taiwan Paiho Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),0.7068711,0.9324217,0.8333344,0.6466861,0.895999,0.9606077,0.8999938,0.649767,0.3692993,0.3892445,0.044,0.0183,0.05,0.0679,0.05228,0.0561,0.05658,0.08481,0.09138,,0.11439,0.04979,0.1349,0.2003,0.16244,0.16839,0.15924,0.15771,0.1973,,408885774,598694137.8,506865789.6,517189792.9,775533462,643062880.8,749175214.5,420239636.8,1013238092,833520741.9,38.46%,33.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,57.93726601,32.97523165,,,,,,,,,,,100,100,,,,,,,,
TECE.KL,Techbase Industries Bhd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),0.1276706,0.1501334,0.189776,0.2573592,0.2579771,0.3462059,0.3639587,0.2476199,0.0583008,0.1027169,,,,,,,,,,,,,,,,,,,0.10948,,5504270.123,9115103.682,16388960.87,26738921.73,23662696.67,42805501.13,32377685.17,20941434.87,31920739.28,51493185.47,33.33%,28.57%,44.44%,41.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,17.56021861,10.55262715,11.19997946,12.03444622,,,,,,,,,100,100,100,100,,,,,,,,
0321.HK,Texwinca Holdings Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),0.2649401,0.2597252,0.1690161,0.3468876,0.2585891,0.377076,0.284258,0.2756868,0.4268457,0.1284884,,,,,,0.02002,,0.03171,0.049,0.11267,,,,,,0.0328,,0.05689,0.084,0.17134,151204646.8,132294862.8,153922142.1,206648447.3,241656447.3,217443317.1,305370057.2,393807683.8,633940232.9,859331904.9,57.14%,57.14%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,49.05790962,48.27073681,40.32190573,,,,,,,,,,100,100,100,,,,,,,,
WACOAL.BK,Thai Wacoal PCL,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),0.0137322,0.0110524,0.005164,0.0077569,0.0066072,,0.0000455,0.0001125,0.0035083,,,,,,,,,,,0.08762,,,,,,,,,,0.09875,56576028.01,86075040.98,99767285.46,113391505.3,124765554.9,145879619.2,168239278.6,151560700.7,143672875.6,152871428.6,29.41%,18.52%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,45.68619454,42.77474604,,,,,,,,,,,100,100,,,,,,,,,
TITN.NS,Titan Company Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,1.7874226,1.653146,0.7868784,0.7794921,0.7515329,0.533631,0.3924005,0.3324932,0.4393316,0.0322878,0.0924,0.11939,0.1348,0.1183,0.0649,0.1189,0.1322,0.1277,0.1101,0.1127,0.3176,0.32909,0.3073,0.2651,0.1374,0.2357,0.2516,0.246,0.2104,0.2097,34055530997,32579297457,35541706350,26049655332,26452901462,15597629576,13185804150,10360366468,9949692264,4061701027,46.15%,46.67%,42.86%,40.00%,57.14%,46.67%,50.00%,42.86%,53.85%,54.55%,50.04947306,47.69422426,48.6115036,52.40205307,54.80936599,51.21464863,52.09102683,50.33891294,59.46590058,55.13113655,,,100,100,25,100,100,100,100,100,100,100,,
TPCS.BK,Tpcs PCL,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),,,,,,0.014232,,,,,0.0233,0.04223,0.08446,0.137098,0.150928,0.167373,,,,,0.02506,0.04729,0.09876,0.187896,0.220467,0.283045,,,,,28824510.82,32809780.33,48458395.8,58607209.48,45201686.38,28458750.3,32216032.06,39180053.47,51445645.71,49874303.57,41.67%,30.77%,33.33%,41.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,47.14162597,37.13713537,39.11378776,38.30544579,,,,,,,,,100,100,100,100,,,,,,,
TRIE.NS,Trident Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),0.3538701,0.4923651,0.3438575,0.4153011,0.469384,0.6589561,0.8192848,1.0262598,1.0033865,1.2765445,,,,,0.0582,,0.0604,0.0422,,,0.08279,0.0821,,0.2325,0.1059,0.1133,0.1305,0.0927,0.1299,0.141,1292096423,1903417615,1989615267,1936934588,3149857923,554489639.1,426874814.9,424141518.6,594978444,410558082.5,57.14%,40.00%,37.50%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,68.60065667,61.34091789,47.71283404,48.79621581,,,,,,,,,100,100,100,100,,,,,,,,
UAA.N,Under Armour Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),0.3148346,0.3138422,0.3375085,,0.3171531,0.5987829,0.2756572,0.3613687,0.4542886,0.4024757,0.0298,0.05089,0.0572,0.0834,,,,,,,0.06679,0.11789,0.1429,0.167,,,,,,,1764697048,3292459823,3459139775,4027864132,8048706541,5957667407,8206809687,6611929128,5107653571,11295382391,88.89%,80.00%,76.92%,0.00%,81.82%,83.33%,90.00%,90.00%,81.82%,80.00%,38.14662651,38.07267167,42.71650027,,37.72016772,36.13148,38.51675925,34.75149229,32.08878407,24.55689451,,,26.78571429,100,71.42857143,,5.555555556,66.66666667,40,7.142857143,100,100,,
UFI.N,Unifi Inc,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,0.4324591,0.4938398,0.4345045,0.315494,0.2410056,0.3105122,0.3234355,0.3349291,0.3559863,0.3719005,-0.10679,-0.094,-0.08599,,,,,,,,-0.1256,-0.1615,-0.143,,,,0.009,,,,54714867.54,110276821.1,109330555.3,145100396.3,377326376,268053014.1,416776329.2,366087019.7,546252305.8,560106874.8,77.78%,80.00%,80.00%,72.73%,80.00%,81.82%,80.00%,80.00%,0.00%,0.00%,,41.40375922,41.94616811,47.18065778,42.67600368,35.7368084,31.51634418,31.60434978,39.48404336,,,,,100,100,100,100,100,100,100,100,,,
UPF.BK,Union Pioneer PCL,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),0.0694803,0.077981,0.0825068,0.0870498,0.0660762,,,,,,,,,,,,,,,,,,,,,,,,,,4674025.302,6698241.547,6928283.713,12300953.48,13112303.54,14261973.95,8277730.461,13049940.65,15462120.97,13535491.07,33.33%,30.77%,36.36%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,41.50848234,30.19351843,26.17273189,,,,,,,,,,100,100,100,,,,,,,,
VIPI.NS,V I P Industries Ltd,Textiles & Apparel,Apparel & Accessories,Handbags & Luggage,1.2190016,1.2850526,0.5489567,0.5327782,0.6833984,0.4415105,0.1481819,,,0.0394573,,,,,-0.0833,,0.1576,0.1834,0.1402,0.1224,-0.11839,0.17289,0.33219,0.12429,-0.173,0.269,0.2714,0.2825,0.2243,0.206,514876529.6,769868479.9,923968612.5,1068826238,900054662.2,577474185.2,762653400.7,914742120.4,648445389.3,231966763.6,60.00%,50.00%,50.00%,71.43%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,39.12970039,26.43205568,26.04106404,33.46269846,,,,,,,,,100,100,71.42857143,100,,,,,,,,
VAIB.NS,Vaibhav Global Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,0.1687987,0.1734067,0.160703,0.1460222,0.1291581,0.1354151,0.0953034,0.1210177,0.1946142,0.2957863,,,,,,,,,,,,,0.0902,0.22699,,0.2628,0.2473,0.1835,0.1468,,369723488.4,519950467.1,714960241.8,578364423.8,1136860436,891718178,331615091.2,292362226.2,309649407.6,126308535,44.44%,44.44%,50.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,58.26825016,56.85142172,63.43274816,61.97799028,,,,,,,,,100,100,100,100,,,,,,,,
VELD.BR,Van de Velde NV,Textiles & Apparel,Apparel & Accessories,Lingerie,0.0661019,0.0580219,0.0529349,0.0747972,0.1145609,0.1568021,0.0038611,0.0029608,0.0049391,,,,,,,,,,,,0.2035,0.2014,0.2223,,,,,,0.277,0.31154,386262095.2,383381939,449633700,402338896,456961064,305084792,398342152,341055488,592117623.6,881415276.8,35.71%,38.46%,27.27%,30.00%,25.00%,25.00%,18.18%,0.00%,0.00%,0.00%,,60.43613663,46.77072854,51.94602201,56.31527117,50.98046374,46.03852581,36.74454192,,,,,,100,100,100,100,100,100,100,,,,
VART.NS,Vardhman Textiles Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,0.1242529,0.1949654,0.1939017,0.2529172,0.3230088,0.3600335,0.3992708,0.4585658,0.5104095,0.6410698,,,,,,,,0.0737,,,0.093,0.0715,0.09779,0.2182,0.06549,0.0992,0.1386,0.126,0.2417,0.1602,1199245287,1651972477,1216286448,1078223678,1579892535,699711389.5,713482071.9,802151604.4,1033472590,990819381.6,54.55%,58.33%,60.00%,58.33%,58.33%,0.00%,0.00%,0.00%,0.00%,0.00%,,40.83420521,47.08225362,51.72563469,41.47969775,35.67844697,,,,,,,,100,100,100,100,100,,,,,,
VRA.OQ,Vera Bradley Inc,Textiles & Apparel,Apparel & Accessories,Handbags & Luggage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57600221.4,105249285.5,215086196.2,130692260.5,252500864.8,217783883.9,354130548.5,259043542.1,360269319.8,403683403.9,70.00%,72.73%,63.64%,63.64%,69.23%,61.54%,58.33%,58.33%,0.00%,0.00%,45.6662413,46.94837077,48.74597377,46.9948274,34.74195681,37.42647822,26.1738373,24.40858798,,,,,100,100,100,100,100,100,100,100,,,,
VFC.N,VF Corp,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),2.6746367,3.5980879,2.2835676,1.5354756,1.8720308,1.1431984,0.646783,,0.7858647,0.4693251,0.027,0.0224,0.05969,0.0925,0.04129,0.0998,0.1467,0.1239,,,0.18019,0.1258,0.2532,0.38039,0.16019,0.28,0.3795,0.339,,,6014760035,8069880395,6624723675,10024532497,25298597694,27274440681,35505393945,24682458034,24375616187,20994406476,84.62%,90.91%,91.67%,91.67%,91.67%,92.31%,85.71%,85.71%,84.62%,85.71%,,58.66710771,70.86451822,72.78048014,65.66775352,72.27971944,75.30543466,50.12994075,59.08395555,57.9851088,56.87669597,,,11.36363636,100,100,100,100,100,100,100,100,100,
