Identifier (RIC),Company Name,TRBC Industry Group Name,TRBC Industry Name,TRBC Activity Name,Region of Headquarters,Year,CSR Strategy Score,Community Score,Company Market Cap (EUR),ESG Controversies Score,ESG Score,Emissions Score,Innovation Score,Environmental Pillar Score,Governance Pillar Score,Human Rights Score,Independent Board Members,Management Score,Product Responsibility Score,Resource Use Score,Shareholders Score,Social Pillar Score,Total Debt Percentage of Total Equity,Workforce Score
PCCS.KL,PCCS Group Bhd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.4326249,
PCJE.NS,PC Jeweller Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,,100,30.79436574,,,,,,,,,,,,0.347355,
PDJ.BK,Pranda Jewelry PCL,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,8.82,95.43,"20,082,348.83",100,47.30246235,40.06,0,30.44,32.59,58.33,33.33,18.41,36.39,54.01,95.72,60.99,0.4382916,63.72
PDSL.NS,PDS Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,100,54.47282649,,,,,,,,,,,,0.7178838,
PETI.BO,Peeti Securities Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,,
PG.BK,Peoples Garment PCL,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"18,208,376.83",,,,,,,,,,,,,,0.0023214,
PGID.PK,Peregrine Industries Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Americas,2025,,,,,,,,,,,,,,,,,0.1003149,
PGIL.NS,Pearl Global Industries Ltd,Textiles & Apparel,Apparel & Accessories,Women's Clothing,Asia,2025,,,,,,,,,,,,,,,,,0.6742144,
PIIPPO.HE,Piippo Oyj,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Europe,2025,,,"2,319,138.38",,,,,,,,,,,,,,1.4306101,
PIOE.NS,Pioneer Embroideries Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.6193302,
PIOT.BO,Piotex Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.0860838,
PIPZI.RTS,Polet Ivanovskiy Parashyutnyi Zavod AO,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Europe,2025,,,,,,,,,,,,,,,,,0.1612225,
PIURAC1.LM,Industria Textil Piura SA,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Americas,2025,,,,,,,,,,,,,,,,,2.0247009,
PKLT.PSX,Pak Leather Crafts Ltd,Textiles & Apparel,Textiles & Leather Goods,Leather Goods,Asia,2025,,,,,,,,,,,,,,,,,,
PNDORA.CO,Pandora A/S,Textiles & Apparel,Apparel & Accessories,Jewelry,Europe,2025,50,99.7,"7,487,540,204.53",100,73.22122155,32.61,0,42.58,68.18,86.54,85.71,74.22,91.77,92.28,60.16,85.9,2.4330065,71.04
PNGR.NS,PNGS Reva Diamond Jewellery Ltd,Textiles & Apparel,Apparel & Accessories,Apparel Wholesale,Asia,2025,,,,,,,,,,,,,,,,,,
PNJ.HM,Phu Nhuan Jewelry JSC,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,"1,071,498,941.43",,,,,,,,,,,,,,0.2968859,
POHK.KL,Poh Kong Holdings Bhd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,29.41,14.51,"98,467,194.84",100,28.0344689,20.94,0,16.38,46.61,10.97,33.33,47.46,11.95,29.5,55.23,23.01,0.1953296,50.93
POLU.JK,Golden Flower Tbk PT,Textiles & Apparel,Apparel & Accessories,Women's Clothing,Asia,2025,,,"716,328,832.69",,,,,,,,,,,,,,0.3222373,
POLY.JK,Asia Pacific Fibers Tbk PT,Textiles & Apparel,Textiles & Leather Goods,Synthetic Fabrics,Asia,2025,,,"3,550,777.01",,,,,,,,,,,,,,,
POPE.BO,Koiya International Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,,,,,,,,,,,,,,,
PPH.HNO,Phong Phu Corp,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"66,732,314.64",,,,,,,,,,,,,,0.5106377,
PQ.MI,Piquadro SpA,Textiles & Apparel,Apparel & Accessories,Handbags & Luggage,Europe,2025,,,,,,,,,,,,,,,,,0.8658009,
PRAG.BO,Prag Bosimi Synthetics Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,,
PRAK.BO,Prakash Woollen & Synthetic Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.8641389,
PREC.NS,Precot Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0.734653,
PREM.NS,Premco Global Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.0976767,
PRET.PSX,Premium Textile Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,1.9066727,
PRGH.KL,PRG Holdings Bhd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"8,202,982.85",,,,,,,,,,,,,,0.2951342,
PRSE.BO,Pressure Sensitive Systems (India) Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,,
PRSY.BO,Premier Synthetics Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0.3005023,
PRTE.WA,Protektor SA,Textiles & Apparel,Footwear,Footwear (NEC),Europe,2025,,,,,,,,,,,,,,,,,1.0636769,
PSDTC.IS,Pergamon Status Dis Ticaret AS,Textiles & Apparel,Apparel & Accessories,Apparel Wholesale,Asia,2025,,,"20,695,197.78",,,,,,,,,,,,,,0.9032484,
PSPM.BO,Pasari Spinning Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,32.9235774,
PTG.HNO,Phan Thiet Garment Import Export JSC,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"194,131.29",,,,,,,,,,,,,,0,
PTNT3.SA,Pettenati SA Industria Textil,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Americas,2025,,,,,,,,,,,,,,,,,0.7188155,
PTRN.MI,Pattern SpA,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Europe,2025,,,"48,385,057.02",,,,,,,,,,,,,,0.7810601,
PUMG.DE,Puma SE,Textiles & Apparel,Footwear,Footwear (NEC),Europe,2025,92.28,64.94,"3,300,576,749.80",52.38095238,85.26755292,99.07,80,91.59,81.7,86.54,75,95.09,93.67,97.84,30,86.42,0.6075797,93.6
PURU.NS,Purple United Sales Ltd,Textiles & Apparel,Footwear,Children's & Infants' Footwear,Asia,2025,,,,,,,,,,,,,,,,,0.6768502,
PUSJ.NS,Pushpa Jewellers Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,,,,,,,,,,,,,,,0.3771512,
PVH.N,PVH Corp,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Americas,2025,62.67,94.82,"2,613,631,849.29",81.48148148,72.89247706,29.5,80,73.51,88.03,86.54,91.67,99.6,79.11,98.46,66.34,77.57,0.4078592,55.79
PWML.PSX,Prosperity Weaving Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,1.2335626,
PXFG.PK,Phoenix Footwear Group Inc,Textiles & Apparel,Footwear,Footwear (NEC),Americas,2025,,,,,,,,,,,,,,,,,10.2607362,
QING.PK,Qingco Inc,Textiles & Apparel,Footwear,Footwear (NEC),Asia,2025,,,,,,,,,,,,,,,,,,
QUAN.PSX,Quantum Data Technologies Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0.3154466,
QUTX.PSX,Quetta Textile Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,1.3630505,
RACE.NS,Race Eco Chain Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.7906061,
RADA.BO,Radhagobind Commercial Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,,
RAGU.BO,Raghuvir Synthetics Ltd,Textiles & Apparel,Textiles & Leather Goods,Fabric Dyeing & Finishing,Asia,2025,,,,,,,,,,,,,,,,,1.0248272,
RAIN.BO,Rainbow Denim Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,3.0741981,
RAJV.NS,Rajvir Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,,
RAMG.BO,Ramgopal Polytex Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,,
RATI.MI,Ratti SpA SB,Textiles & Apparel,Apparel & Accessories,Luxury Clothing,Europe,2025,,,"40,019,373.08",,,,,,,,,,,,,,0.4390656,
RBDE.NS,R & B Denims Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.4704368,
RBNW.PK,Renewable Energy and Power Inc,Textiles & Apparel,Footwear,Footwear (NEC),Americas,2025,,,,,,,,,,,,,,,,,,
RCKY.OQ,Rocky Brands Inc,Textiles & Apparel,Footwear,Footwear Wholesale,Americas,2025,25.36,27.44,"187,421,647.63",100,35.79629896,25.16,0,13.67,56.37,31.41,88.89,50.05,48.1,19.14,98.08,29.96,0.5543656,13.72
RDNP.WA,Redan SA w likwidacji,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Europe,2025,,,,,,,,,,,,,,,,,,
REDT.PSX,Redco Textiles Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,2.0708418,
RELI.PSX,Reliance Cotton Spinning Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0.4629242,
RELW.PSX,Reliance Weaving Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,2.0321576,
RENA.NS,Renaissance Global Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,,,,,,,,,,,,,,,0.4646966,
RETA.BO,Retaggio Industries Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,,,,,,,,,,,,,,,0.5607262,
REXP.NS,Rajesh Exports Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,,100,18.91311725,,,,,,,,,,,,0.0583343,
RGEM.CM,Radiant Gems International PLC,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,,,,,,,,,,,,,,,3.0396052,
RIBA.BO,Riba Textiles Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.6270414,
RICY.JK,Ricky Putra Globalindo Tbk PT,Textiles & Apparel,Apparel & Accessories,Men's Clothing,Asia,2025,,,"2,897,677.71",,,,,,,,,,,,,,,
RIDE.BO,Raideep Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.0094058,
RIIN.BO,Risa International Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,,
RILT.BO,Rishi Techtex Ltd,Textiles & Apparel,Textiles & Leather Goods,Synthetic Fabrics,Asia,2025,,,,,,,,,,,,,,,,,0.7034076,
RJKS.BO,Rajkamal Synthetics Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.0069663,
RJPM.NS,Rajapalayam Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.4806674,
RL.N,Ralph Lauren Corp,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Americas,2025,,,,80.95238095,79.47626173,,,,,,,,,,,,0.5400811,
RLCH.NS,Reliance Chemotex Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,1.9141693,
RLXO.NS,Relaxo Footwears Ltd,Textiles & Apparel,Footwear,Footwear (NEC),Asia,2025,,,,81.48148148,45.59524928,,,,,,,,,,,,0.1012931,
RODRG.IS,Rodrigo Tekstil Sanayi ve Ticaret AS,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"11,966,502.94",,,,,,,,,,,,,,0.1566335,
ROJW.BO,RO Jewels Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,,,,,,,,,,,,,,,0.8524088,
ROYA.BO,Royal India Corporation Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,,,,,,,,,,,,,,1.3052083,
RPTN.MI,Rino Petino SpA,Textiles & Apparel,Apparel & Accessories,Apparel Wholesale,Europe,2025,,,"7,215,934.64",,,,,,,,,,,,,,2.3139987,
RRAY.NS,Raj Rayon Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,1.9386932,
RRIL.NS,RRIL Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.2755763,
RRPD.BO,RRP Defense Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods Wholesale,Asia,2025,,,,,,,,,,,,,,,,,0.5654752,
RSCI.BO,RSC International Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods Wholesale,Asia,2025,,,,,,,,,,,,,,,,,0.4286337,
RSHY.BO,Impera Worldwide Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods Wholesale,Asia,2025,,,,,,,,,,,,,,,,,3.3508222,
RSP.BK,Rich Sport PCL,Textiles & Apparel,Footwear,Footwear (NEC),Asia,2025,,,"24,013,402.72",,,,,,,,,,,,,,0.280602,
RSWM.NS,RSWM Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,1.3086108,
RUBNS.IS,Rubenis Tekstil Sanayi Ticaret AS,Textiles & Apparel,Textiles & Leather Goods,Natural Fabrics,Asia,2025,,,"34,204,451.49",,,,,,,,,,,,,,0.1009746,
RUBY.NS,The Ruby Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0.5156956,
RUBY.PSX,Ruby Textile Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0.1529539,
RUCL.NS,Rupa & Company Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,100,43.70177962,,,,,,,,,,,,0.233825,
RUNE.BO,Runeecha Textiles Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,1.5865168,
RUPA.PSX,Rupali Polyester Ltd,Textiles & Apparel,Textiles & Leather Goods,Synthetic Fabrics,Asia,2025,,,,,,,,,,,,,,,,,0.6285196,
RYMD.NS,Raymond Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,100,52.83829737,,,,,,,,,,,,0.1780705,
SABINA.BK,Sabina PCL,Textiles & Apparel,Apparel & Accessories,Lingerie,Asia,2025,54.51,64.94,"153,490,782.98",100,53.5518813,97.83,28.8,55.57,61.85,37.18,38.46,71.9,12.97,52.16,33.27,47.92,0.2001176,79.57
SAFA.NS,Safari Industries (India) Ltd,Textiles & Apparel,Apparel & Accessories,Handbags & Luggage,Asia,2025,,,,100,56.62495038,,,,,,,,,,,,0.1308981,
SAFA.PSX,Safa Textiles Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,,,,,,,,,,,,,,,
SAFB.PSX,Sapphire Fibres Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.2247281,
SAGCV.HE,Saga Furs Oyj,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods Wholesale,Europe,2025,,,"17,415,000.00",,,,,,,,,,,,,,0.1504572,
SAHJ.NS,Sahaj Fashions Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,1.0706112,
SAIF.PSX,Saif Textile Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,1.9612146,
SALO.NS,Salona Cotspin Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,2.889536,
SALY.PSX,Sally Textile Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,,
SAMB.BO,Sambandam Spinning Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,1.3879301,
SAMT.BO,Samtex Fashions Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,,,,,,,,,,,,,,,
SANB.BO,Sanblue Corporation Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,,
SANG.NS,Sangam (India) Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"233,126,814.24",,,,,,,,,,,,,,1.1301575,
SANI.PSX,Sana Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,1.2817884,
SANKO.IS,Sanko Pazarlama Ithalat Ihracat AS,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods Wholesale,Asia,2025,,,"60,482,538.45",,,,,,,,,,,,,,,
SANX.BO,Sanrhea Technical Textiles Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.5550356,
SAPT.PSX,Sapphire Textile Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0.7958461,
SARL.NS,Sarla Performance Fibers Ltd,Textiles & Apparel,Textiles & Leather Goods,Synthetic Fabrics,Asia,2025,,,"71,460,155.07",,,,,,,,,,,,,,0.3688818,
SARU.BO,Sarup Industries Ltd,Textiles & Apparel,Footwear,Footwear (NEC),Asia,2025,,,,,,,,,,,,,,,,,,
SARW.NS,Saraswati Saree Depot Ltd,Textiles & Apparel,Apparel & Accessories,Apparel Wholesale,Asia,2025,,,,,,,,,,,,,,,,,0.0861882,
SARW.PSX,Saritow Spinning Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,7.2389317,
SASA.IS,SASA Polyester Sanayi AS,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,47.43,99.09,"2,414,690,724.82",100,76.43152228,91.61,28.8,59.17,57.33,58.33,41.67,65.85,99.68,66.36,35.56,85.79,0.7826986,92.99
SAWANG.BK,Sawang Export PCL,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"5,202,393.38",,,,,,,,,,,,,,0.000838,
SBAT.JK,Sejahtera Bintang Abadi Textile Tbk PT,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,1.9752547,
SBCE.NS,SBC Exports Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,2.4503207,
SBFL.BO,Shree Bhavya Fabrics Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,1.8181253,
SCAR.BO,Scarnose International Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0,
SCOB.BO,Scoobee Day Garments (India) Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,,,,,,,,,,,,,,11.7695198,
SDRE.NS,S D Retail Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.2993388,
SELM.NS,Sel Manufacturing Company Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,,
SENC.NS,Senco Gold Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,,,,,,,,,,,,,,,1.0423683,
SERV.PSX,Service Global Footwear Ltd,Textiles & Apparel,Footwear,Footwear (NEC),Asia,2025,,,"73,471,050.21",,,,,,,,,,,,,,1.2977833,
SETX.BO,Seasons Textiles Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.6240957,
SFER.MI,Salvatore Ferragamo SpA,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Europe,2025,52.82,60.06,"1,389,141,700.00",80.95238095,64.0761513,84.78,80,86.24,54.73,86.54,53.85,63.39,12.97,93.52,27.17,60.24,1.2734314,75.91
SFG1T.TL,Silvano Fashion Group AS,Textiles & Apparel,Apparel & Accessories,Lingerie,Europe,2025,,,"45,000,000.00",,,,,,,,,,,,,,0.0857625,
SFLG.MI,Safilo Group SpA,Textiles & Apparel,Apparel & Accessories,Fashion Eyewear,Europe,2025,,,"799,749,890.28",,,,,,,,,,,,,,0.3043553,
SFN.HN,Saigon Fishing Net JSC,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,"2,003,204.48",,,,,,,,,,,,,,0,
SGC.OQ,Superior Group of Companies Inc,Textiles & Apparel,Apparel & Accessories,Men's Clothing,Americas,2025,52.23,77.74,"129,649,249.69",100,42.92772108,12.73,0,11.2,71.48,67.95,75,70.76,12.97,21.3,86.72,43.77,0.4326498,24.7
SGI.HNO,SGI Holding Investment JSC,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"31,277,324.28",,,,,,,,,,,,,,0.694717,
SHAC.PSX,Shadman Cotton Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0.5230909,
SHAR.DH,Sharp Industries PLC,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,,
SHAS.DH,Shasha Denims PLC,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.7919045,
SHAT.PSX,Shadab Textile Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0.4271049,
SHAX.BO,Shanti Spintex Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.1413227,
SHDI.BO,Shri Dinesh Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.0306897,
SHEK.NS,Shekhawati Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"6,212,663.47",,,,,,,,,,,,,,0.0274308,
SHEP.DH,Shepherd Industries Plc,Textiles & Apparel,Textiles & Leather Goods,Fabric Dyeing & Finishing,Asia,2025,,,,,,,,,,,,,,,,,0.7462363,
SHES.BO,Sheshadri Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,,
SHJT.PSX,Shahtaj Textile Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.4807282,
SHMT.PSX,Shams Textile Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,1.1174161,
SHNE.BO,Shine Fashions (India) Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.251179,
SHNI.BO,Shantai Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.3783313,
SHOEx.CD,Grounded People Apparel Inc,Textiles & Apparel,Footwear,Footwear (NEC),Americas,2025,,,,,,,,,,,,,,,,,,
SHOO.BO,Shoora Designs Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,,,,,,,,,,,,,,,0.0481642,
SHOO.OQ,Steven Madden Ltd,Textiles & Apparel,Footwear,Women's Footwear,Americas,2025,52.23,82.62,"2,575,981,453.57",100,52.83376639,37.58,28.8,36.76,70.67,58.33,81.82,65.63,48.1,44.14,99.77,46.99,,11.28
SHRJ.BO,Shree Rajasthan Syntex Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,,
SHSI.BO,Shahlon Silk Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,1.2633465,
SHTE.NS,Shiva Texyarn Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.7782845,
SHUH.BO,Shubham Polyspin Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0.5174943,
SHUK.BO,Shukra Jewellery Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,,,,,,,,,,,,,,,0.0058128,
SHVS.BO,Shiva Suitings Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,,
SHWI.BO,Shalimar Wires Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,2.3965606,
